question_id	query_edge_key	edge_id	subject	predicate	object	subject_label	object_label	provenance
Q1	e0	e_1	MONDO:0005180	biolink:related_to	NCBIGene:348	Parkinson disease	APOE	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q1	e0	e_2	NCBIGene:348	biolink:genetically_associated_with	MONDO:0005180	APOE	Parkinson disease	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q2	e0	e_1	MONDO:0005300	biolink:related_to	NCBIGene:3569	chronic kidney disease	IL6	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q2	e0	e_2	NCBIGene:3569	biolink:genetically_associated_with	MONDO:0024327	IL6	Chronic uremia	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q2	e0	e_3	NCBIGene:3569	biolink:genetically_associated_with	MONDO:0005300	IL6	chronic kidney disease	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q2	e0	e_4	MONDO:0024327	biolink:subclass_of	MONDO:0005300	Chronic uremia	chronic kidney disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q2	e0	e_2_e_4	MONDO:0005300	biolink:genetically_associated_with	MONDO:0024327	chronic kidney disease	Chronic uremia	infores:automat-robokop(primary_knowledge_source)
Q3	e0	e_1	CHEBI:6801	biolink:affects	NCBIGene:7124	Metformin	TNF	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q4	e0	e_1	CHEBI:3756	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005180	Clonazepam	Parkinson disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q4	e0	e_2	CHEBI:3756	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005180	Clonazepam	Parkinson disease	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q4	e0	e_3	CHEBI:3756	biolink:has_adverse_event	MONDO:0005180	Clonazepam	Parkinson disease	infores:faers(primary_knowledge_source);infores:drugcentral(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q4	e0	e_4	CHEBI:3756	biolink:ameliorates_condition	MONDO:0005180	Clonazepam	Parkinson disease	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	uuid:0eae151a-198e-11f0-be82-6045bdb3d4c0	NCBIGene:675	biolink:contributes_to	MONDO:0016419	BRCA2	hereditary breast carcinoma	infores:omim(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:medgen(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_2	MONDO:0007254	biolink:related_to	NCBIGene:675	breast cancer	BRCA2	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	uuid:12636e2f-198e-11f0-be82-6045bdb3d4c0	NCBIGene:675	biolink:has_phenotype	MONDO:0004989	BRCA2	breast carcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	uuid:132ef500-198e-11f0-be82-6045bdb3d4c0	NCBIGene:675	biolink:has_phenotype	MONDO:0004989	BRCA2	breast carcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	uuid:1661a239-198e-11f0-be82-6045bdb3d4c0	NCBIGene:675	biolink:has_phenotype	MONDO:0004989	BRCA2	breast carcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	uuid:132eecf4-198e-11f0-be82-6045bdb3d4c0	NCBIGene:675	biolink:has_phenotype	MONDO:0004989	BRCA2	breast carcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_7	NCBIGene:675	biolink:genetically_associated_with	MONDO:0004989	BRCA2	breast carcinoma	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_8	NCBIGene:675	biolink:genetically_associated_with	MONDO:0016419	BRCA2	hereditary breast carcinoma	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_9	NCBIGene:675	biolink:genetically_associated_with	MONDO:0007254	BRCA2	breast cancer	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_10	NCBIGene:675	biolink:genetically_associated_with	MONDO:0004989	BRCA2	breast carcinoma	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_11	NCBIGene:675	biolink:genetically_associated_with	MONDO:0016419	BRCA2	hereditary breast carcinoma	infores:uniprot(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_12	NCBIGene:675	biolink:genetically_associated_with	MONDO:0004988	BRCA2	breast adenocarcinoma	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_13	NCBIGene:675	biolink:genetically_associated_with	MONDO:0007254	BRCA2	breast cancer	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_14	NCBIGene:675	biolink:genetically_associated_with	MONDO:0007254	BRCA2	breast cancer	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_15	MONDO:0016419	biolink:subclass_of	MONDO:0007254	hereditary breast carcinoma	breast cancer	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_16	MONDO:0004989	biolink:subclass_of	MONDO:0007254	breast carcinoma	breast cancer	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_17	MONDO:0004988	biolink:subclass_of	MONDO:0007254	breast adenocarcinoma	breast cancer	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	uuid:0eae151a-198e-11f0-be82-6045bdb3d4c0_e_15	MONDO:0007254	biolink:contributes_to	MONDO:0016419	breast cancer	hereditary breast carcinoma	infores:automat-robokop(primary_knowledge_source)
Q5	e0	uuid:12636e2f-198e-11f0-be82-6045bdb3d4c0_e_16	MONDO:0007254	biolink:has_phenotype	MONDO:0004989	breast cancer	breast carcinoma	infores:automat-robokop(primary_knowledge_source)
