question_id	query_edge_key	edge_id	subject	predicate	object	subject_label	object_label	provenance
Q1	e0	uuid:2a0cf142-198e-11f0-be82-6045bdb3d4c0_e_2	MONDO:0018310	biolink:has_phenotype	MONDO:0005559	Langerhans cell histiocytosis	neurodegenerative disease	infores:automat-robokop(primary_knowledge_source)
Q2	e0	uuid:1d88a349-198e-11f0-be82-6045bdb3d4c0_e_4	MONDO:0018310	biolink:has_phenotype	MONDO:0020520	Langerhans cell histiocytosis	adult pulmonary Langerhans cell histiocytosis	infores:automat-robokop(primary_knowledge_source)
Q2	e0	e_2	NCBIGene:673	biolink:genetically_associated_with	MONDO:0018310	BRAF	Langerhans cell histiocytosis	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q2	e0	e_3	NCBIGene:673	biolink:genetically_associated_with	MONDO:0018310	BRAF	Langerhans cell histiocytosis	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q3	e0	uuid:1d886652-198e-11f0-be82-6045bdb3d4c0	NCBIGene:7157	biolink:has_phenotype	MONDO:0005061	TP53	lung adenocarcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q3	e0	uuid:1d88764d-198e-11f0-be82-6045bdb3d4c0	NCBIGene:7157	biolink:has_phenotype	MONDO:0005061	TP53	lung adenocarcinoma	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q4	e0	e_1	NCBIGene:7157	biolink:affects	NCBIGene:2308	TP53	FOXO1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q4	e0	e_2	NCBIGene:2308	biolink:affects	NCBIGene:7157	FOXO1	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q4	e0	e_3	NCBIGene:2308	biolink:affects	NCBIGene:7157	FOXO1	TP53	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q4	e0	e_4_e_6	NCBIGene:7157	biolink:interacts_with	NCBIGene:2308	TP53	FOXO1	infores:automat-robokop(primary_knowledge_source)
Q4	e0	e_5_e_6	NCBIGene:7157	biolink:interacts_with	UniProtKB:P04637-1	TP53	cellular tumor antigen p53 isoform 1 (human)	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_1	MONDO:0002691	biolink:related_to	NCBIGene:3845	liver cancer	KRAS	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_2	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	e_3	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q5	e0	uuid:13ff013e-198e-11f0-be82-6045bdb3d4c0_e_15	NCBIGene:3845	biolink:has_phenotype	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_5_e_15	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_6_e_15	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_7_e_16	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_8_e_16	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_9_e_16	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_10_e_16	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_11_e_17	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_12_e_17	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_13_e_18	MONDO:0003059	biolink:related_to	MONDO:0002691	bile duct cancer	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q5	e0	e_14_e_18	NCBIGene:3845	biolink:genetically_associated_with	MONDO:0002691	KRAS	liver cancer	infores:automat-robokop(primary_knowledge_source)
Q6	e0	e_1	NCBIGene:2308	biolink:physically_interacts_with	NCBIGene:664	FOXO1	BNIP3	infores:string(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q6	e0	e_2	NCBIGene:664	biolink:physically_interacts_with	NCBIGene:2308	BNIP3	FOXO1	infores:string(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q7	e0	e_1	NCBIGene:2308	biolink:affects	NCBIGene:6648	FOXO1	SOD2	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q7	e0	e_2_e_6	NCBIGene:2308	biolink:physically_interacts_with	NCBIGene:6648	FOXO1	SOD2	infores:automat-robokop(primary_knowledge_source)
Q7	e0	e_3_e_6	UniProtKB:P04179-4	biolink:physically_interacts_with	NCBIGene:6648	superoxide dismutase [Mn], mitochondrial isoform h4 (human)	SOD2	infores:automat-robokop(primary_knowledge_source)
Q7	e0	e_4_e_7	NCBIGene:2308	biolink:physically_interacts_with	NCBIGene:6648	FOXO1	SOD2	infores:automat-robokop(primary_knowledge_source)
Q7	e0	e_5_e_7	UniProtKB:P04179-1	biolink:physically_interacts_with	NCBIGene:6648	superoxide dismutase [Mn], mitochondrial isoform 1 (human)	SOD2	infores:automat-robokop(primary_knowledge_source)
Q8	e0	e_1	NCBIGene:2308	biolink:affects	NCBIGene:3479	FOXO1	IGF1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q8	e0	e_2	NCBIGene:3479	biolink:affects	NCBIGene:2308	IGF1	FOXO1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q8	e0	e_3	NCBIGene:3479	biolink:affects	NCBIGene:2308	IGF1	FOXO1	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q8	e0	e_4_e_6	NCBIGene:2308	biolink:interacts_with	NCBIGene:3479	FOXO1	IGF1	infores:automat-robokop(primary_knowledge_source)
Q8	e0	e_5_e_6	UniProtKB:P05019-4	biolink:interacts_with	NCBIGene:3479	insulin-like growth factor I isoform 4 (human)	IGF1	infores:automat-robokop(primary_knowledge_source)
