question_id	query_edge_key	edge_id	subject	predicate	object	subject_label	object_label	provenance
Q103	e0	e_1	MONDO:0005260	biolink:related_to	NCBIGene:85358	autism	SHANK3	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q103	e0	uuid:1c574073-198e-11f0-be82-6045bdb3d4c0	NCBIGene:85358	biolink:has_phenotype	MONDO:0005258	SHANK3	Autism	infores:hpo-annotations(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q103	e0	e_3	NCBIGene:85358	biolink:genetically_associated_with	MONDO:0005260	SHANK3	autism	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q103	e0	e_4	NCBIGene:85358	biolink:genetically_associated_with	MONDO:0005258	SHANK3	Autism	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q103	e0	e_5	NCBIGene:85358	biolink:genetically_associated_with	MONDO:0005260	SHANK3	autism	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q103	e0	e_6	NCBIGene:85358	biolink:genetically_associated_with	MONDO:0005258	SHANK3	Autism	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q103	e0	e_7	NCBIGene:85358	biolink:genetically_associated_with	MONDO:0005260	SHANK3	autism	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q103	e0	e_8	NCBIGene:85358	biolink:genetically_associated_with	MONDO:0005258	SHANK3	Autism	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q103	e0	e_9	MONDO:0005258	biolink:subclass_of	MONDO:0005260	Autism	autism	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q103	e0	uuid:1c574073-198e-11f0-be82-6045bdb3d4c0_e_9	MONDO:0005260	biolink:has_phenotype	MONDO:0005258	autism	Autism	infores:automat-robokop(primary_knowledge_source)
Q103	e0	e_4_e_9	MONDO:0005260	biolink:genetically_associated_with	MONDO:0005258	autism	Autism	infores:automat-robokop(primary_knowledge_source)
Q103	e0	e_6_e_9	MONDO:0005260	biolink:genetically_associated_with	MONDO:0005258	autism	Autism	infores:automat-robokop(primary_knowledge_source)
Q103	e0	e_8_e_9	MONDO:0005260	biolink:genetically_associated_with	MONDO:0005258	autism	Autism	infores:automat-robokop(primary_knowledge_source)
Q104	e0	e_1	MONDO:0004985	biolink:related_to	NCBIGene:775	bipolar disorder	CACNA1C	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q104	e0	e_2	NCBIGene:775	biolink:genetically_associated_with	MONDO:0024612	CACNA1C	Manic Disorder	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q104	e0	e_3	NCBIGene:775	biolink:genetically_associated_with	MONDO:0024613	CACNA1C	bipolar depression	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q104	e0	e_4	NCBIGene:775	biolink:genetically_associated_with	MONDO:0004985	CACNA1C	bipolar disorder	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q104	e0	e_5	NCBIGene:775	biolink:genetically_associated_with	MONDO:0004985	CACNA1C	bipolar disorder	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q104	e0	e_6	NCBIGene:775	biolink:genetically_associated_with	MONDO:0004985	CACNA1C	bipolar disorder	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q104	e0	e_7	MONDO:0024612	biolink:subclass_of	MONDO:0004985	Manic Disorder	bipolar disorder	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q104	e0	e_8	MONDO:0024613	biolink:subclass_of	MONDO:0004985	bipolar depression	bipolar disorder	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q104	e0	e_2_e_7	MONDO:0004985	biolink:genetically_associated_with	MONDO:0024612	bipolar disorder	Manic Disorder	infores:automat-robokop(primary_knowledge_source)
Q104	e0	e_3_e_8	MONDO:0004985	biolink:genetically_associated_with	MONDO:0024613	bipolar disorder	bipolar depression	infores:automat-robokop(primary_knowledge_source)
Q113	e0	e_1	MONDO:0100096	biolink:has_part	NCBIGene:59272	COVID-19	ACE2	infores:reactome(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q113	e0	e_2	NCBIGene:59272	biolink:genetically_associated_with	MONDO:0100096	ACE2	COVID-19	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q113	e0	e_3	NCBIGene:59272	biolink:genetically_associated_with	MONDO:0100233	ACE2	long COVID-19	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q113	e0	e_4	MONDO:0100233	biolink:subclass_of	MONDO:0100096	long COVID-19	COVID-19	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q113	e0	e_3_e_4	MONDO:0100096	biolink:genetically_associated_with	MONDO:0100233	COVID-19	long COVID-19	infores:automat-robokop(primary_knowledge_source)
Q114	e0	e_1	NCBIGene:51284	biolink:genetically_associated_with	MONDO:0005812	TLR7	influenza	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q115	e0	e_1	MONDO:0012268	biolink:related_to	NCBIGene:1234	AIDS	CCR5	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q115	e0	e_2	NCBIGene:1234	biolink:genetically_associated_with	MONDO:0012268	CCR5	AIDS	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q115	e0	e_3	MONDO:0012268	biolink:subclass_of	MONDO:0005109	AIDS	HIV infection	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q115	e0	e_1_e_3	MONDO:0005109	biolink:related_to	NCBIGene:1234	HIV infection	CCR5	infores:automat-robokop(primary_knowledge_source)
Q115	e0	e_2_e_3	MONDO:0005109	biolink:genetically_associated_with	MONDO:0012268	HIV infection	AIDS	infores:automat-robokop(primary_knowledge_source)
Q117	e0	uuid:0ec4368d-198e-11f0-be82-6045bdb3d4c0	NCBIGene:3043	biolink:causes	MONDO:0011382	HBB	sickle cell anemia	infores:omim(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:medgen(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_2	NCBIGene:3043	biolink:genetically_associated_with	MONDO:0016669	HBB	sickle cell-hemoglobin c disease syndrome	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_3	NCBIGene:3043	biolink:genetically_associated_with	MONDO:0011382	HBB	sickle cell anemia	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_4	NCBIGene:3043	biolink:genetically_associated_with	MONDO:0011382	HBB	sickle cell anemia	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_5	NCBIGene:3043	biolink:genetically_associated_with	MONDO:0011382	HBB	sickle cell anemia	infores:diseases(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_6	NCBIGene:3043	biolink:genetically_associated_with	MONDO:0011382	HBB	sickle cell anemia	infores:eram(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_7	NCBIGene:3043	biolink:genetically_associated_with	MONDO:0011382	HBB	sickle cell anemia	infores:uniprot(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_8	NCBIGene:3043	biolink:genetically_associated_with	MONDO:0011382	HBB	sickle cell anemia	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_9	NCBIGene:3043	biolink:gene_associated_with_condition	MONDO:0011382	HBB	sickle cell anemia	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_10	MONDO:0016669	biolink:subclass_of	MONDO:0011382	sickle cell-hemoglobin c disease syndrome	sickle cell anemia	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q117	e0	e_2_e_10	MONDO:0011382	biolink:genetically_associated_with	MONDO:0016669	sickle cell anemia	sickle cell-hemoglobin c disease syndrome	infores:automat-robokop(primary_knowledge_source)
Q122	e0	e_1	MONDO:0005002	biolink:related_to	NCBIGene:4318	chronic obstructive pulmonary disease	MMP9	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_2	NCBIGene:4318	biolink:genetically_associated_with	HP:0032966	MMP9	Centrilobular emphysema	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_3	NCBIGene:4318	biolink:genetically_associated_with	HP:0032967	MMP9	Panacinar emphysema	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_4	NCBIGene:4318	biolink:genetically_associated_with	MONDO:0005002	MMP9	chronic obstructive pulmonary disease	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_5	NCBIGene:4318	biolink:genetically_associated_with	MONDO:0004849	MMP9	emphysema	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_6	NCBIGene:4318	biolink:genetically_associated_with	MONDO:0004849	MMP9	emphysema	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_7	NCBIGene:4318	biolink:genetically_associated_with	MONDO:0005002	MMP9	chronic obstructive pulmonary disease	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_8	HP:0032966	biolink:subclass_of	MONDO:0005002	Centrilobular emphysema	chronic obstructive pulmonary disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_9	HP:0032967	biolink:subclass_of	MONDO:0005002	Panacinar emphysema	chronic obstructive pulmonary disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_10	MONDO:0004849	biolink:subclass_of	MONDO:0005002	emphysema	chronic obstructive pulmonary disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q122	e0	e_2_e_8	MONDO:0005002	biolink:genetically_associated_with	HP:0032966	chronic obstructive pulmonary disease	Centrilobular emphysema	infores:automat-robokop(primary_knowledge_source)
Q122	e0	e_3_e_9	MONDO:0005002	biolink:genetically_associated_with	HP:0032967	chronic obstructive pulmonary disease	Panacinar emphysema	infores:automat-robokop(primary_knowledge_source)
Q122	e0	e_5_e_10	MONDO:0005002	biolink:genetically_associated_with	MONDO:0004849	chronic obstructive pulmonary disease	emphysema	infores:automat-robokop(primary_knowledge_source)
Q122	e0	e_6_e_10	MONDO:0005002	biolink:genetically_associated_with	MONDO:0004849	chronic obstructive pulmonary disease	emphysema	infores:automat-robokop(primary_knowledge_source)
Q126	e0	e_1	NCBIGene:7076	biolink:genetically_associated_with	MONDO:0002771	TIMP1	pulmonary fibrosis	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_2	NCBIGene:7076	biolink:genetically_associated_with	MONDO:0100130	TIMP1	adult acute respiratory distress syndrome	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_3	NCBIGene:7076	biolink:genetically_associated_with	MONDO:0002771	TIMP1	pulmonary fibrosis	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_4	NCBIGene:7076	biolink:genetically_associated_with	MONDO:0002429	TIMP1	idiopathic interstitial pneumonia	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_5	NCBIGene:7076	biolink:genetically_associated_with	MONDO:0100130	TIMP1	adult acute respiratory distress syndrome	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_6	NCBIGene:7076	biolink:genetically_associated_with	MONDO:0019203	TIMP1	acute interstitial pneumonia	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_7	MONDO:0002771	biolink:subclass_of	MONDO:0005087	pulmonary fibrosis	respiratory system disorder	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_8	MONDO:0100130	biolink:subclass_of	MONDO:0005087	adult acute respiratory distress syndrome	respiratory system disorder	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_9	MONDO:0002429	biolink:subclass_of	MONDO:0005087	idiopathic interstitial pneumonia	respiratory system disorder	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_10	MONDO:0019203	biolink:subclass_of	MONDO:0005087	acute interstitial pneumonia	respiratory system disorder	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q126	e0	e_1_e_7	MONDO:0005087	biolink:genetically_associated_with	MONDO:0002771	respiratory system disorder	pulmonary fibrosis	infores:automat-robokop(primary_knowledge_source)
Q126	e0	e_2_e_8	MONDO:0005087	biolink:genetically_associated_with	MONDO:0100130	respiratory system disorder	adult acute respiratory distress syndrome	infores:automat-robokop(primary_knowledge_source)
Q126	e0	e_3_e_7	MONDO:0005087	biolink:genetically_associated_with	MONDO:0002771	respiratory system disorder	pulmonary fibrosis	infores:automat-robokop(primary_knowledge_source)
Q126	e0	e_4_e_9	MONDO:0005087	biolink:genetically_associated_with	MONDO:0002429	respiratory system disorder	idiopathic interstitial pneumonia	infores:automat-robokop(primary_knowledge_source)
Q126	e0	e_5_e_8	MONDO:0005087	biolink:genetically_associated_with	MONDO:0100130	respiratory system disorder	adult acute respiratory distress syndrome	infores:automat-robokop(primary_knowledge_source)
Q126	e0	e_6_e_10	MONDO:0005087	biolink:genetically_associated_with	MONDO:0019203	respiratory system disorder	acute interstitial pneumonia	infores:automat-robokop(primary_knowledge_source)
Q130	e0	uuid:0e9d58c8-198e-11f0-be82-6045bdb3d4c0	NCBIGene:8878	biolink:causes	MONDO:0014640	SQSTM1	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:omim(primary_knowledge_source);infores:monarchinitiative(aggregator_knowledge_source);infores:medgen(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q130	e0	e_2	NCBIGene:8878	biolink:genetically_associated_with	MONDO:0014640	SQSTM1	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:monarchinitiative(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q130	e0	e_3	NCBIGene:8878	biolink:genetically_associated_with	MONDO:0014640	SQSTM1	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:disgenet(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q130	e0	e_4	NCBIGene:8878	biolink:genetically_associated_with	MONDO:0014640	SQSTM1	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:ctd(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q130	e0	e_5	NCBIGene:8878	biolink:genetically_associated_with	MONDO:0014640	SQSTM1	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:uniprot(primary_knowledge_source);infores:pharos(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q130	e0	e_6	MONDO:0014640	biolink:subclass_of	MONDO:0005144	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	familial amyotrophic lateral sclerosis	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q130	e0	uuid:0e9d58c8-198e-11f0-be82-6045bdb3d4c0_e_6	MONDO:0005144	biolink:causes	MONDO:0014640	familial amyotrophic lateral sclerosis	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:automat-robokop(primary_knowledge_source)
Q130	e0	e_2_e_6	MONDO:0005144	biolink:genetically_associated_with	MONDO:0014640	familial amyotrophic lateral sclerosis	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:automat-robokop(primary_knowledge_source)
Q130	e0	e_3_e_6	MONDO:0005144	biolink:genetically_associated_with	MONDO:0014640	familial amyotrophic lateral sclerosis	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:automat-robokop(primary_knowledge_source)
Q130	e0	e_4_e_6	MONDO:0005144	biolink:genetically_associated_with	MONDO:0014640	familial amyotrophic lateral sclerosis	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:automat-robokop(primary_knowledge_source)
Q130	e0	e_5_e_6	MONDO:0005144	biolink:genetically_associated_with	MONDO:0014640	familial amyotrophic lateral sclerosis	frontotemporal dementia and/or amyotrophic lateral sclerosis 3	infores:automat-robokop(primary_knowledge_source)
Q138	e0	e_1	CHEBI:15765	biolink:contributes_to	MONDO:0011706	Levodopa	Kufor-Rakeb syndrome	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_2	CHEBI:15765	biolink:contributes_to	MONDO:0009830	Levodopa	parkinsonian-pyramidal syndrome	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_3	CHEBI:15765	biolink:treats_or_applied_or_studied_to_treat	MONDO:0008199	Levodopa	late-onset Parkinson disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_4	CHEBI:15765	biolink:treats_or_applied_or_studied_to_treat	MONDO:0011706	Levodopa	Kufor-Rakeb syndrome	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_5	CHEBI:15765	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005180	Levodopa	Parkinson disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_6	CHEBI:15765	biolink:treats_or_applied_or_studied_to_treat	MONDO:0005180	Levodopa	Parkinson disease	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_7	CHEBI:15765	biolink:treats_or_applied_or_studied_to_treat	MONDO:0011764	Levodopa	autosomal dominant Parkinson disease 8	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_8	CHEBI:15765	biolink:treats_or_applied_or_studied_to_treat	MONDO:0011613	Levodopa	autosomal recessive early-onset Parkinson disease 6	infores:ctd(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_9	CHEBI:15765	biolink:treats_or_applied_or_studied_to_treat	MONDO:0017279	Levodopa	young-onset Parkinson disease	infores:text-mining-provider-targeted(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_10	CHEBI:15765	biolink:has_adverse_event	MONDO:0005180	Levodopa	Parkinson disease	infores:faers(primary_knowledge_source);infores:drugcentral(aggregator_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_11	CHEBI:15765	biolink:treats	MONDO:0005180	Levodopa	Parkinson disease	infores:drugcentral(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_12	CHEBI:15765	biolink:treats	MONDO:0005180	Levodopa	Parkinson disease	infores:drugmechdb(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_13	CHEBI:15765	biolink:ameliorates_condition	MONDO:0005180	Levodopa	Parkinson disease	infores:hetionet(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_14	MONDO:0011706	biolink:subclass_of	MONDO:0005180	Kufor-Rakeb syndrome	Parkinson disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_15	MONDO:0009830	biolink:subclass_of	MONDO:0005180	parkinsonian-pyramidal syndrome	Parkinson disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_16	MONDO:0008199	biolink:subclass_of	MONDO:0005180	late-onset Parkinson disease	Parkinson disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_17	MONDO:0011764	biolink:subclass_of	MONDO:0005180	autosomal dominant Parkinson disease 8	Parkinson disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_18	MONDO:0011613	biolink:subclass_of	MONDO:0005180	autosomal recessive early-onset Parkinson disease 6	Parkinson disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_19	MONDO:0017279	biolink:subclass_of	MONDO:0005180	young-onset Parkinson disease	Parkinson disease	infores:ubergraph(primary_knowledge_source);infores:automat-robokop(aggregator_knowledge_source)
Q138	e0	e_1_e_14	MONDO:0005180	biolink:contributes_to	MONDO:0011706	Parkinson disease	Kufor-Rakeb syndrome	infores:automat-robokop(primary_knowledge_source)
Q138	e0	e_2_e_15	MONDO:0005180	biolink:contributes_to	MONDO:0009830	Parkinson disease	parkinsonian-pyramidal syndrome	infores:automat-robokop(primary_knowledge_source)
Q138	e0	e_3_e_16	MONDO:0005180	biolink:treats_or_applied_or_studied_to_treat	MONDO:0008199	Parkinson disease	late-onset Parkinson disease	infores:automat-robokop(primary_knowledge_source)
Q138	e0	e_4_e_14	MONDO:0005180	biolink:treats_or_applied_or_studied_to_treat	MONDO:0011706	Parkinson disease	Kufor-Rakeb syndrome	infores:automat-robokop(primary_knowledge_source)
Q138	e0	e_7_e_17	MONDO:0005180	biolink:treats_or_applied_or_studied_to_treat	MONDO:0011764	Parkinson disease	autosomal dominant Parkinson disease 8	infores:automat-robokop(primary_knowledge_source)
